DFO_VOI,ssvid,imo,vessel_id,shipname,callsign,vessel_flag_best,vessel_class_best,geartype_best,trip_id,trip_start,start_port_iso3,start_port_label,trip_start_confidence,trip_duration_days,num_encounters,num_loitering,num_fishing
FALSE,412440424,,92046dd2e-e1ea-0a9b-ccc5-12de25972fc2,FUYUANYU083,BZU8V,CHN,fishing,inconclusive,412440424-92046dd2e-e1ea-0a9b-ccc5-12de25972fc2-018f148602f0,2024-04-25 09:11:18.000000 UTC,KOR,BUSAN,4,42.58,0,3,1
FALSE,412440477,,b01e010be-ed85-a414-3147-592544988e3d,FU YUAN YU 080,BZUN6,CHN,fishing,fishing,412440477-b01e010be-ed85-a414-3147-592544988e3d-018f2e182f40,2024-04-30 08:21:28.000000 UTC,KOR,BUSAN,4,37.63,2,69,50
FALSE,412440478,,087d7a1c4-484c-8bbd-b3d3-8e3262a76ead,FUYUANYU081,BZUN7,CHN,fishing,fishing,412440478-087d7a1c4-484c-8bbd-b3d3-8e3262a76ead-018f13893430,2024-04-25 04:35:10.000000 UTC,KOR,BUSAN,4,42.79,1,39,18
FALSE,412440479,,ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e,FU YUAN YU 082,BZUN8,CHN,fishing,fishing,412440479-ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e-018e8395bf88,2024-03-28 05:43:33.000000 UTC,CHN,QUANZHOU,4,70.75,0,66,37
FALSE,412440481,,3a4f3f19a-ac08-9f7d-b36a-9a87f909d311,FUYUANYU085,BZUN9,CHN,fishing,fishing,412440481-3a4f3f19a-ac08-9f7d-b36a-9a87f909d311-018f158e1098,2024-04-25 13:59:43.000000 UTC,KOR,BUSAN,4,42.42,1,76,65
FALSE,412440482,,47f692d02-20bb-3607-4104-99f666388b5c,FUYUANYU660,BVGL8,CHN,fishing,fishing,412440482-47f692d02-20bb-3607-4104-99f666388b5c-018e8108c378,2024-03-27 17:50:19.000000 UTC,KOR,BUSAN,4,71.25,3,122,104
FALSE,412440483,,2af949e0c-c0f3-69f4-7774-39aba8f94788,FUYUANYU661,BVJI8,CHN,fishing,fishing,412440483-2af949e0c-c0f3-69f4-7774-39aba8f94788-018e7e87d940,2024-03-27 06:10:16.000000 UTC,KOR,BUSAN,4,71.71,2,132,102
FALSE,412440484,,0a51c1af7-7fcf-a948-6f31-95cc874c1bde,FUYUANYU662,BVJJ8,CHN,fishing,fishing,412440484-0a51c1af7-7fcf-a948-6f31-95cc874c1bde-018e81dc2c90,2024-03-27 21:41:14.000000 UTC,KOR,BUSAN,4,71.08,3,151,154
FALSE,412440486,,df47505c6-6e70-37da-1a42-1b8fa8844fb2,FUYUANYU664,BVJL8,CHN,fishing,fishing,412440486-df47505c6-6e70-37da-1a42-1b8fa8844fb2-018e7f80df40,2024-03-27 10:42:16.000000 UTC,KOR,BUSAN,4,71.54,2,119,111
FALSE,412440513,,36e3118a7-71aa-750a-1d32-14a38917f148,FU YUAN YU 199,8776801,CHN,fishing,squid_jigger,412440513-36e3118a7-71aa-750a-1d32-14a38917f148-018fbd64b588,2024-05-28 04:10:45.000000 UTC,KOR,BUSAN,4,9.79,0,6,1
FALSE,412440654,9861108,526fbae3f-ffd1-0973-1c4c-7b1ee38703b8,FUYUANYU196,BZU7S,CHN,fishing,squid_jigger,412440654-526fbae3f-ffd1-0973-1c4c-7b1ee38703b8-018fbd684798,2024-05-28 04:14:39.000000 UTC,KOR,BUSAN,4,9.79,0,10,7
FALSE,412440655,9861108,e376be2c0-0e31-bcc9-7e1f-201380e9c8a5,FU YUAN YU 197,BZU7S,CHN,fishing,squid_jigger,412440655-e376be2c0-0e31-bcc9-7e1f-201380e9c8a5-018fc170f6c8,2024-05-28 23:02:37.000000 UTC,KOR,BUSAN,4,9,0,7,6
FALSE,412440679,,cd57af2e6-6f5e-455b-3da5-dd6810ace7d1,FU YUAN YU 8672,BZUY2,CHN,fishing,fishing,412440679-cd57af2e6-6f5e-455b-3da5-dd6810ace7d1-018f49cbb8d8,2024-05-05 17:27:19.000000 UTC,CHN,TAIZHOU,4,32.25,1,50,31
FALSE,412440681,,4d3b860b5-51f1-ef48-f164-34f3e5fbde98,FUYUANYU8673,BZUY3,CHN,fishing,fishing,412440681-4d3b860b5-51f1-ef48-f164-34f3e5fbde98-018ef0b5fb50,2024-04-18 10:17:22.000000 UTC,CHN,TAIZHOU,4,49.54,1,87,62
FALSE,412440682,,18e4b68e7-797b-6278-fdc0-8a841478761e,FU YUAN YU 8674,BZUY4,CHN,fishing,fishing,412440682-18e4b68e7-797b-6278-fdc0-8a841478761e-018ee159da50,2024-04-15 10:42:26.000000 UTC,CHN,TAIZHOU,4,52.54,2,79,54
FALSE,412440683,,359b993b2-24b2-4f19-a966-c8c315ab8ba7,FU YUAN YU 8675,BZUY5,CHN,fishing,fishing,412440683-359b993b2-24b2-4f19-a966-c8c315ab8ba7-018ef088b578,2024-04-18 09:27:55.000000 UTC,CHN,TAIZHOU,4,49.58,1,107,76
FALSE,412440684,,6970aaf64-4a7f-b1db-b7e9-e86881e15ca5,FU YUAN YU 8676,BZUY6,CHN,fishing,fishing,412440684-6970aaf64-4a7f-b1db-b7e9-e86881e15ca5-018ee12c9090,2024-04-15 09:52:58.000000 UTC,CHN,TAIZHOU,4,52.58,0,82,77
FALSE,412440685,,8a488af23-3445-c221-036c-f6e11818efc8,FU YUAN YU 8677,BZUY7,CHN,fishing,fishing,412440685-8a488af23-3445-c221-036c-f6e11818efc8-018ee1737118,2024-04-15 11:10:23.000000 UTC,CHN,TAIZHOU,4,52.5,1,92,76
FALSE,412440686,,954588171-1158-0702-d267-103aedfc38a6,FU YUAN YU 8678,BZVL8,CHN,fishing,fishing,412440686-954588171-1158-0702-d267-103aedfc38a6-018ee17401a0,2024-04-15 11:11:00.000000 UTC,CHN,TAIZHOU,4,52.5,0,40,9
TRUE,412440697,,959b1d382-2363-06eb-df28-0111e97c99f8,FU YUAN YU8661,BZUW7,CHN,fishing,fishing,412440697-959b1d382-2363-06eb-df28-0111e97c99f8-018f04b80580,2024-04-22 07:32:00.000000 UTC,CHN,TAIZHOU,4,45.67,1,25,4
TRUE,412440698,,c6b60e7a5-5680-85e8-24b8-a1d7cbc84bc1,FU YUAN YU 8662,BZUW8,CHN,fishing,fishing,412440698-c6b60e7a5-5680-85e8-24b8-a1d7cbc84bc1-018ef219ec68,2024-04-18 16:46:09.000000 UTC,CHN,TAIZHOU,4,49.29,3,85,61
FALSE,412440807,9931006,fed0a376d-d79c-fdff-dacb-fc44204f578a,FU YUAN YU 7007,BZU1D,CHN,fishing,fishing,412440807-fed0a376d-d79c-fdff-dacb-fc44204f578a-018ee53606f8,2024-04-16 04:41:47.000000 UTC,KOR,BUSAN,4,51.79,1,104,107
FALSE,412549014,,f73a9b638-86f4-0f3a-7e56-aa14889e8906,DONG YU 1538,BZVA6,CHN,fishing,squid_jigger,412549014-f73a9b638-86f4-0f3a-7e56-aa14889e8906-018fdc4af4f8,2024-06-03 04:10:51.000000 UTC,KOR,BUSAN,4,3.79,0,5,3
FALSE,412549016,9884485,70a864e28-86bd-aa6c-6619-29809ecc9661,ZHAN HAI 001,BZWA3,CHN,fishing,squid_jigger,412549016-70a864e28-86bd-aa6c-6619-29809ecc9661-018fc6ede2f0,2024-05-30 00:37:10.000000 UTC,KOR,BUSAN,4,7.96,0,8,6
FALSE,412549038,,b7c36239b-b113-ec04-272e-32d544528ced,LURONGYUANYUYUN999,BZVE3,CHN,carrier,carrier,412549038-b7c36239b-b113-ec04-272e-32d544528ced-018f9e9e61f8,2024-05-22 04:45:31.000000 UTC,CHN,SHIDAO,4,15.79,6,18,0
FALSE,412549057,,606c8f6a6-6645-037c-5b33-06ddc94b269c,ZHE PU YUAN LENG 7,BZV8S,CHN,carrier,carrier,412549057-606c8f6a6-6645-037c-5b33-06ddc94b269c-018f5c936678,2024-05-09 08:58:35.000000 UTC,CHN,CHN-170,4,28.63,1,17,0
FALSE,412549088,9904168,2e04319f3-312a-46e9-5029-1f9f92b7f2bd,ZHAN HAI 004,BZWD8,CHN,fishing,squid_jigger,412549088-2e04319f3-312a-46e9-5029-1f9f92b7f2bd-018fb9695880,2024-05-27 09:37:20.000000 UTC,KOR,BUSAN,4,10.58,1,10,5
FALSE,412549133,,71e26b0f7-7c79-c2ba-7708-9f7ce6358652,LURONGYUANYU301,BZZU4,CHN,fishing,fishing,412549133-71e26b0f7-7c79-c2ba-7708-9f7ce6358652-018e8f56c038,2024-03-30 12:30:11.000000 UTC,KOR,BUSAN,4,68.46,1,136,122
FALSE,412549135,,733973421-17ee-8d5c-92b4-036314d53725,LU RONG YUAN YU 303,BZZU6,CHN,fishing,fishing,412549135-733973421-17ee-8d5c-92b4-036314d53725-018e92d26dc0,2024-03-31 04:44:08.000000 UTC,KOR,BUSAN,4,67.79,2,136,142
FALSE,412549137,,8a91a894c-c97e-d8b2-6845-fd34e48dc13f,LURONGYUANYU306,BZZU8,CHN,fishing,fishing,412549137-8a91a894c-c97e-d8b2-6845-fd34e48dc13f-018e917840a8,2024-03-30 22:26:01.000000 UTC,KOR,BUSAN,4,68.04,1,120,99
FALSE,412549138,,78c85d12e-e26c-d7c5-da14-04e3582b0804,LURONGYUANYU313,BZZU9,CHN,fishing,fishing,412549138-78c85d12e-e26c-d7c5-da14-04e3582b0804-018730d62fa0,2023-03-30 04:45:56.000000 UTC,CHN,SHIDAO,4,434.79,19,550,500
FALSE,412549166,,4e680e59e-e19d-c08c-6406-59988764847f,XING WANG 99,BZUM5,CHN,carrier,carrier,412549166-4e680e59e-e19d-c08c-6406-59988764847f-018fcdeef260,2024-05-31 09:15:40.000000 UTC,KOR,BUSAN,4,6.58,0,8,0
TRUE,412549267,,782089adb-bba2-42c3-8377-b2a4794aa3df,XIN HAI 1258,BZW7S,CHN,fishing,fishing,412549267-782089adb-bba2-42c3-8377-b2a4794aa3df-018ed1833dd8,2024-04-12 08:53:43.000000 UTC,CHN,CHN-2289,4,55.63,3,98,91
FALSE,412549292,,182141068-8cb2-4514-ffe2-2b4edc733c86,LU PENG YUAN YU 098,BZU6Z,CHN,fishing,squid_jigger,412549292-182141068-8cb2-4514-ffe2-2b4edc733c86-018fb2860a40,2024-05-26 01:31:20.000000 UTC,KOR,BUSAN,4,11.92,0,11,8
FALSE,412549355,9930545,d812ef11e-ec04-257e-e222-e463b42a7f0d,FU YUAN YU 8729,BZW7N,CHN,fishing,fishing,412549355-d812ef11e-ec04-257e-e222-e463b42a7f0d-018ebc35fab0,2024-04-08 05:37:18.000000 UTC,CHN,CHN-2217,3,59.75,3,97,88
FALSE,412549356,9930583,c41a9b65a-a322-f1f8-c78d-1dd5eb6c37ab,FU YUAN YU 8730,BZW8N,CHN,fishing,fishing,412549356-c41a9b65a-a322-f1f8-c78d-1dd5eb6c37ab-018f09b90ae8,2024-04-23 06:51:13.000000 UTC,CHN,TAIZHOU,4,44.71,2,95,96
FALSE,412549358,9930571,4f761ab51-1f52-4686-1799-6a13c0109277,FU YUAN YU 8732,BZW1O,CHN,fishing,fishing,412549358-4f761ab51-1f52-4686-1799-6a13c0109277-018f1bb57178,2024-04-26 18:40:27.000000 UTC,CHN,TAIZHOU,4,41.21,1,88,74
FALSE,412549359,,350afe208-8a86-d0e0-533d-42297c715656,FU YUAN YU 8733,BZW2O,CHN,fishing,fishing,412549359-350afe208-8a86-d0e0-533d-42297c715656-018ee12f76c0,2024-04-15 09:56:08.000000 UTC,CHN,TAIZHOU,4,52.58,1,99,78
TRUE,412549366,9933731,d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17,FUYUANYU  8638,BZW6V,CHN,fishing,fishing,412549366-d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17-018ee0a547c0,2024-04-15 07:25:12.000000 UTC,CHN,TAIZHOU,4,52.67,3,102,86
TRUE,412549371,,fd3caead4-4745-dbc4-1130-0370911b8544,FUYUANYU  8642,BZ8VX,CHN,fishing,fishing,412549371-fd3caead4-4745-dbc4-1130-0370911b8544-018ef1261a70,2024-04-18 12:19:50.000000 UTC,CHN,TAIZHOU,4,49.46,3,89,80
TRUE,412549373,,6316db9af-f110-8d4d-b61b-4e43a6971bdd,FUYUANYU 8644,BZ3VX,CHN,fishing,fishing,412549373-6316db9af-f110-8d4d-b61b-4e43a6971bdd-018ef05acb90,2024-04-18 08:37:46.000000 UTC,CHN,TAIZHOU,4,49.63,2,71,83
TRUE,412549374,,6b6ffb4c6-6807-c452-0b7e-db9f171e3b61,FUYUANYU8645,BZW7V,CHN,fishing,fishing,412549374-6b6ffb4c6-6807-c452-0b7e-db9f171e3b61-018ef03e17e8,2024-04-18 08:06:25.000000 UTC,CHN,TAIZHOU,4,49.63,4,94,109
TRUE,412549375,9934589,f46f7a258-828a-8f8f-878e-845e99208dd3,FYUANYU 8646,BZ2VZ,CHN,fishing,fishing,412549375-f46f7a258-828a-8f8f-878e-845e99208dd3-018ef03486b0,2024-04-18 07:55:58.000000 UTC,CHN,TAIZHOU,4,49.67,2,95,113
FALSE,412549473,9861275,912c09db9-9673-7942-3ff4-376280f24538,LURONGYUANYUYUN178,BZYF3,CHN,carrier,carrier,412549473-912c09db9-9673-7942-3ff4-376280f24538-018fc2d53218,2024-05-29 05:31:43.000000 UTC,KOR,BUSAN,4,8.75,4,19,0
FALSE,412549487,8573106,ab44b2173-3e08-51c7-30a6-5c80b493e68b,FU YUAN YU 8281,BZW1Z,CHN,fishing,fishing,412549487-ab44b2173-3e08-51c7-30a6-5c80b493e68b-018eaca72d08,2024-04-05 05:07:01.000000 UTC,KOR,BUSAN,4,62.75,2,122,161
FALSE,412549488,8573118,1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a,FU YUAN YU 8282,BZW2Z,CHN,fishing,fishing,412549488-1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a-018e9e0cecd8,2024-04-02 09:03:51.000000 UTC,KOR,BUSAN,4,65.58,3,130,202
FALSE,412549489,8573120,fafef5664-44b7-e789-5a28-82b1434f965a,FUYUANYU8283,BZW3Z,CHN,fishing,fishing,412549489-fafef5664-44b7-e789-5a28-82b1434f965a-018e9f406f80,2024-04-02 14:39:44.000000 UTC,KOR,BUSAN,4,65.38,0,93,133
FALSE,412549491,8573132,a55283248-86c3-36a8-0318-47c65a29aef0,FU YUAN YU 8285,BZW5Z,CHN,fishing,fishing,412549491-a55283248-86c3-36a8-0318-47c65a29aef0-018ea11a01e0,2024-04-02 23:17:00.000000 UTC,KOR,BUSAN,4,65,2,109,176
FALSE,412549492,8573144,dcdffe911-16aa-73f8-7587-25af5e914589,FUYUANYU8286,BZW6Z,CHN,fishing,fishing,412549492-dcdffe911-16aa-73f8-7587-25af5e914589-018e9d84cd30,2024-04-02 06:35:10.000000 UTC,KOR,BUSAN,4,65.71,1,119,149
FALSE,412549493,8573156,2d2b850bf-f0b7-e902-2ca4-3d0725dfd404,FU YUAN YU 8287,BZW7Z,CHN,fishing,fishing,412549493-2d2b850bf-f0b7-e902-2ca4-3d0725dfd404-018ea11b2ea8,2024-04-02 23:18:17.000000 UTC,KOR,BUSAN,4,65,2,130,160
FALSE,412549495,8573168,5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5,FUYUANYU8288,BZW8Z,CHN,fishing,fishing,412549495-5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5-018e9e291bb0,2024-04-02 09:34:38.000000 UTC,KOR,BUSAN,4,65.58,2,113,182
FALSE,412549496,8573170,b03025fa9-98c5-323b-8273-81da1edeb5f6,FUYUANYU8289,BZW9Z,CHN,fishing,fishing,412549496-b03025fa9-98c5-323b-8273-81da1edeb5f6-018e9ea70de0,2024-04-02 11:52:12.000000 UTC,KOR,BUSAN,4,65.5,2,122,168
FALSE,412549497,9929156,26876cd96-6cfa-b355-a348-63995ebf558f,FUYUANYU8290,BZW4Z,CHN,fishing,fishing,412549497-26876cd96-6cfa-b355-a348-63995ebf558f-018ea121b2a0,2024-04-02 23:25:24.000000 UTC,KOR,BUSAN,4,65,1,126,168
FALSE,412549498,9929168,f1b303084-4fd6-4063-f4f2-3340564bc307,FUYUANYU8291,BZW1X,CHN,fishing,fishing,412549498-f1b303084-4fd6-4063-f4f2-3340564bc307-018e9d9f5240,2024-04-02 07:04:08.000000 UTC,KOR,BUSAN,4,65.67,3,126,165
FALSE,412549507,9930997,38e7e78e4-46ea-a1c3-fd49-72cd64140842,FU YUAN YU 7008,BZU2D,CHN,fishing,fishing,412549507-38e7e78e4-46ea-a1c3-fd49-72cd64140842-018ee603d290,2024-04-16 08:26:34.000000 UTC,KOR,BUSAN,4,51.63,0,104,103
FALSE,412549508,9930868,2ffd83caf-f9a5-24d6-5aef-859090b2c5c2,FU YUAN YU 7009,BZU3D,CHN,fishing,fishing,412549508-2ffd83caf-f9a5-24d6-5aef-859090b2c5c2-018ee6edadc0,2024-04-16 12:42:00.000000 UTC,KOR,BUSAN,4,51.46,1,103,127
FALSE,412549509,9930870,669489d81-1c77-0e31-7b1e-41069a47ab3e,FU YUAN YU 7010,BZU4D,CHN,fishing,fishing,412549509-669489d81-1c77-0e31-7b1e-41069a47ab3e-018ee79a9b48,2024-04-16 15:50:53.000000 UTC,KOR,BUSAN,4,51.33,0,107,73
FALSE,412549511,9930882,4cf88a58e-ea57-81fb-1df7-bf9bb0c23453,FU YUAN YU 7011,BZU5D,CHN,fishing,fishing,412549511-4cf88a58e-ea57-81fb-1df7-bf9bb0c23453-018ee5aa2d58,2024-04-16 06:48:39.000000 UTC,KOR,BUSAN,4,51.71,1,106,82
FALSE,412549512,9930894,e926d3ad6-6ace-207a-0c55-1d6dabeb28ad,FU YUAN YU 7012,BZU6D,CHN,fishing,fishing,412549512-e926d3ad6-6ace-207a-0c55-1d6dabeb28ad-018ee6262f70,2024-04-16 09:04:06.000000 UTC,KOR,BUSAN,4,51.58,1,88,83
FALSE,412549513,8792166,3d96ab623-3078-c904-79a9-dcd7280a0925,FU YUAN YU YUN 088,BZ9UQ,CHN,carrier,carrier,412549513-3d96ab623-3078-c904-79a9-dcd7280a0925-018dea248b40,2024-02-27 10:38:00.000000 UTC,CHN,FUZHOU,3,100.54,0,0,0
TRUE,412549515,9920954,5e825d3fe-ee7e-c37a-1d20-24d328ddd8b9,FU YUAN YU YUN 991,BZ2US,CHN,carrier,carrier,412549515-5e825d3fe-ee7e-c37a-1d20-24d328ddd8b9-018d19dd48c8,2024-01-17 23:59:09.000000 UTC,CHN,HONGKONG,4,141,14,78,0
TRUE,412549528,8537360,b7f72689e-ec06-1971-a0ca-45356139c1bc,XIN HAI LENG 1,BZT08,CHN,carrier,carrier,412549528-b7f72689e-ec06-1971-a0ca-45356139c1bc-018f60e207e8,2024-05-10 05:02:57.000000 UTC,CHN,CHN-2289,4,27.75,13,48,0
FALSE,412549529,,9f95d7d5b-bade-4866-935b-66025e70e8b5,XIN HAI LENG 2,BZTO9,CHN,carrier,carrier,412549529-9f95d7d5b-bade-4866-935b-66025e70e8b5-018fbce442b8,2024-05-28 01:50:27.000000 UTC,CHN,ZHOUSHAN,4,9.92,0,6,0
TRUE,412549556,8607244,b47d73bc2-2ed4-e645-4a52-705ce3584e01,HAILI,BIWV,CHN,carrier,carrier,412549556-b47d73bc2-2ed4-e645-4a52-705ce3584e01-018f1edbdec8,2024-04-27 09:21:17.000000 UTC,KOR,BUSAN,4,40.58,3,30,77
FALSE,412699210,,5f73bcce1-1a19-7876-985e-096397ae0437,MING HUA,BZ7UI,CHN,fishing,squid_jigger,412699210-5f73bcce1-1a19-7876-985e-096397ae0437-018fa995f828,2024-05-24 07:52:09.000000 UTC,CHN,CHN-170,4,13.67,0,3,0
FALSE,412699220,,337e703b6-602a-fba7-4a6e-00e56fee02e8,MING MAO,BZ8UI,CHN,fishing,squid_jigger,412699220-337e703b6-602a-fba7-4a6e-00e56fee02e8-018fa98c99b8,2024-05-24 07:41:55.000000 UTC,CHN,CHN-170,4,13.67,0,13,6
FALSE,412699820,,3c2773a07-7daa-3dba-f1bd-239bda6b2c9e,HUA YING 207,BZ4UM,CHN,fishing,squid_jigger,412699820-3c2773a07-7daa-3dba-f1bd-239bda6b2c9e-018faf4381a0,2024-05-25 10:19:48.000000 UTC,CHN,ZHOUSHAN,4,12.54,1,9,6
FALSE,413459180,9787716,b1337cf7d-d652-70fd-138c-9e11877ea8bc,YONG FA YUN 10,BLBM9,CHN,carrier,carrier,413459180-b1337cf7d-d652-70fd-138c-9e11877ea8bc-018fd33b9b10,2024-06-01 09:57:30.000000 UTC,KOR,BUSAN,4,5.58,4,6,0
FALSE,413558350,,44a3d99fc-c88a-4b9f-609a-eb57dc0000fa,HANTANGGUANDONG,,CHN,fishing,other_purse_seines,413558350-44a3d99fc-c88a-4b9f-609a-eb57dc0000fa-0190237db7c0,2024-06-16 23:59:20.000000 UTC,CHN,ZHENJIANG,3,-9.96,0,0,0
FALSE,416000205,,36c970d03-3c07-1c3f-1fdd-12351843fa3e,MAN I FENG NO.22,BJ4483,TWN,fishing,drifting_longlines,416000205-36c970d03-3c07-1c3f-1fdd-12351843fa3e-018febd47b10,2024-06-06 04:35:22.000000 UTC,TWN,DONGGANG,4,0.79,0,0,0
TRUE,416000206,,d6d94f8ad-d1d8-c728-f44f-a4d636798386,BJ4482,BJ4482,TWN,fishing,fishing,416000206-d6d94f8ad-d1d8-c728-f44f-a4d636798386-018f1939af90,2024-04-26 07:06:02.000000 UTC,TWN,DONGGANG,4,41.67,1,36,40
FALSE,416000237,,023089867-7010-d739-f2e8-bd5e7e4643e0,LIAN HER FA,BJ4681,TWN,fishing,drifting_longlines,416000237-023089867-7010-d739-f2e8-bd5e7e4643e0-018edf3fcc20,2024-04-15 00:54:44.000000 UTC,TWN,DONGGANG,4,52.96,0,43,8
FALSE,416001414,,94504e3f2-2a26-0dc5-187d-6c2e6b9b3e72,MAN YI NO 168,BJ4651,TWN,fishing,drifting_longlines,416001414-94504e3f2-2a26-0dc5-187d-6c2e6b9b3e72-018de3321de8,2024-02-26 02:15:29.000000 UTC,TWN,SUAO,4,101.88,0,71,205
TRUE,416001799,,c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc,HORNG YIH FWU NO.628,BJ4570,TWN,fishing,drifting_longlines,416001799-c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc-018e219fa758,2024-03-09 05:11:35.000000 UTC,TWN,SUAO,4,89.75,7,82,136
FALSE,416001833,,871448bb9-971e-0372-b9bb-9474b02e1b2d,CHINLONGFA,BJ4744,TWN,fishing,drifting_longlines,416001833-871448bb9-971e-0372-b9bb-9474b02e1b2d-018f5ad566b0,2024-05-09 00:51:26.000000 UTC,TWN,DONGGANG,4,28.96,2,33,57
FALSE,416001965,,471c8b4ba-adda-cd14-bc71-221986a401df,JIN LONG YU NO.128,BJ4687,TWN,fishing,drifting_longlines,416001965-471c8b4ba-adda-cd14-bc71-221986a401df-018f7a4613a0,2024-05-15 03:22:44.000000 UTC,TWN,DONGGANG,4,22.83,0,16,41
FALSE,416002117,,5dbe25d5b-bb0b-8df0-b95e-033cf7fc8e59,SHENG YU,BJ4071,TWN,fishing,drifting_longlines,416002117-5dbe25d5b-bb0b-8df0-b95e-033cf7fc8e59-018f65406898,2024-05-11 01:24:31.000000 UTC,TWN,LIUQIU,4,26.92,0,26,57
TRUE,416002147,,dfa3a5b77-7a61-1233-e4e0-33c3a4948f9f,JIN JAAN SHYANG NO.8,BJ4756,TWN,fishing,drifting_longlines,416002147-dfa3a5b77-7a61-1233-e4e0-33c3a4948f9f-018f89ad8328,2024-05-18 03:10:01.000000 UTC,TWN,DONGGANG,4,19.83,0,21,15
TRUE,416002149,,d130bcd21-1f97-f5ec-0c87-d33854826fcd,JIN JAAN SHYANG NO68,BJ4498,TWN,fishing,drifting_longlines,416002149-d130bcd21-1f97-f5ec-0c87-d33854826fcd-018f93936308,2024-05-20 01:17:41.000000 UTC,TWN,LIUQIU,4,17.92,0,14,36
FALSE,416002216,,d01cb93bb-be5f-f099-e72d-cf084c068035,CHERNG YIH MAAN,BJ4767,TWN,fishing,drifting_longlines,416002216-d01cb93bb-be5f-f099-e72d-cf084c068035-018f8413aca8,2024-05-17 01:03:53.000000 UTC,TWN,LIUQIU,4,20.92,0,16,40
TRUE,416002231,,6a8655e6b-bec2-769c-2076-8361dc254bf2,JIN JAAN SHYANGNO168,BJ4773,TWN,fishing,drifting_longlines,416002231-6a8655e6b-bec2-769c-2076-8361dc254bf2-018f938be128,2024-05-20 01:09:29.000000 UTC,TWN,LIUQIU,4,17.92,0,13,42
FALSE,416002291,,a03f1cb91-19d8-c564-8ae7-69521f8d59b7,JINN FWU TSAIR NO.66,BJ4785,TWN,fishing,drifting_longlines,416002291-a03f1cb91-19d8-c564-8ae7-69521f8d59b7-018f0dba20c8,2024-04-24 01:30:53.000000 UTC,TWN,DONGGANG,4,43.92,0,47,95
FALSE,416002557,,bd6ebd84f-f2e2-61e5-d1d2-3e517bea5e51,YOU HER FA,BJ5208,TWN,fishing,drifting_longlines,416002557-bd6ebd84f-f2e2-61e5-d1d2-3e517bea5e51-018f749de540,2024-05-14 01:00:56.000000 UTC,TWN,DONGGANG,4,23.92,0,24,31
FALSE,416002605,,f9d8387c5-5563-160f-058b-00a2b42bb6d8,YU CHUN NO166,BJ4837,TWN,fishing,drifting_longlines,416002605-f9d8387c5-5563-160f-058b-00a2b42bb6d8-018f8e4df5e8,2024-05-19 00:43:45.000000 UTC,TWN,LIUQIU,4,18.96,0,13,36
FALSE,416002747,,7c3a9091b-bf9f-e0d0-077e-e38f1ee3c5c1,FWU TSAIR YIH NO.1,BJ4855,TWN,fishing,drifting_longlines,416002747-7c3a9091b-bf9f-e0d0-077e-e38f1ee3c5c1-018f03b90ff8,2024-04-22 02:53:31.000000 UTC,TWN,DONGGANG,4,45.88,2,45,93
TRUE,416002826,,0ce2e804d-d0df-9df6-60e1-6f2ac169eff1,LIAN YU FA NO.2,BJ4865,TWN,fishing,drifting_longlines,416002826-0ce2e804d-d0df-9df6-60e1-6f2ac169eff1-01901a099128,2024-06-15 03:55:53.000000 UTC,TWN,SUAO,3,-8.13,0,0,0
FALSE,416002938,,8d2401eaa-ad1c-1017-2dfa-96bccbf80b1c,JIN MAN XIANG NO.36,,TWN,fishing,set_longlines,416002938-8d2401eaa-ad1c-1017-2dfa-96bccbf80b1c-018f17a3d520,2024-04-25 23:42:44.000000 UTC,TWN,DONGGANG,4,42,1,40,66
FALSE,416003205,,a0ebbf380-0ba4-8b8d-0a8b-25df3bb9d62e,LIEN YU FA NO 66,BJ4584,TWN,fishing,drifting_longlines,416003205-a0ebbf380-0ba4-8b8d-0a8b-25df3bb9d62e-018e2aedb408,2024-03-11 00:33:25.000000 UTC,TWN,DONGGANG,4,87.96,35,84,225
FALSE,416003315,,702b325e5-58d5-4b68-bce3-a55f3aa71d2e,SHUN YI SIN,BJ4995,TWN,fishing,drifting_longlines,416003315-702b325e5-58d5-4b68-bce3-a55f3aa71d2e-018eef2d9248,2024-04-18 03:08:45.000000 UTC,TWN,DONGGANG,4,49.83,2,55,97
FALSE,416004105,,8e8b533d2-23a8-8604-330a-f108818ec326,XING HUA SHENG 686,BI 2602,TWN,fishing,squid_jigger,416004105-8e8b533d2-23a8-8604-330a-f108818ec326-018fb8b717b0,2024-05-27 06:22:38.000000 UTC,TWN,KAOHSIUNG,4,10.71,0,8,5
FALSE,416004186,8682098,8727f5812-2640-3e97-0232-b752eee56c51,HUA SHENG NO.636,BI2606,TWN,fishing,squid_jigger,416004186-8727f5812-2640-3e97-0232-b752eee56c51-018fb7f40248,2024-05-27 02:49:33.000000 UTC,KOR,BUSAN,4,10.88,0,11,7
