ssvid,imo,poor_id,vessel_id,shipname,callsign,vessel_flag_best,vessel_class_best,geartype_best,trip_id,trip_start,start_port_iso3,start_port_label,trip_start_confidence,trip_duration_days,num_encounters,num_loitering,num_fishing,vessel_id_1,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,vv_url,new_ves
412421146,9861122,FALSE,80301ea4e-ea4e-4bb8-0f33-4ddc6fc2a19b,ZHOU YU 910,BZUL8,CHN,fishing,pole_and_line,412421146-80301ea4e-ea4e-4bb8-0f33-4ddc6fc2a19b-01964b976c28,19/04/2025 01:08,CHN,ZHOUSHAN,3,44.92,0,31,67,80301ea4e-ea4e-4bb8-0f33-4ddc6fc2a19b,TRUE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/80301ea4e-ea4e-4bb8-0f33-4ddc6fc2a19b?&start=2025-04-17&end=2025-06-02,FALSE
412440222,NA,FALSE,836df9804-4063-a96f-f09c-b5a01769e02e,FU YUAN YU 666,BVKS8,CHN,fishing,fishing,412440222-836df9804-4063-a96f-f09c-b5a01769e02e-0195b82af1a8,21/03/2025 10:06,CHN,XIAMEN,4,73.54,0,37,22,836df9804-4063-a96f-f09c-b5a01769e02e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/836df9804-4063-a96f-f09c-b5a01769e02e?&start=2025-03-19&end=2025-06-02,FALSE
412440223,NA,FALSE,cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf,FUYUANYU667,BVKT8,CHN,fishing,fishing,412440223-cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf-0195b826a418,21/03/2025 10:01,CHN,XIAMEN,4,73.54,0,4,3,cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf?&start=2025-03-19&end=2025-06-02,FALSE
412440239,NA,FALSE,764abb360-0ab7-0384-568a-de2f351feab1,FU YUAN YU LENG 36,BZU4P,CHN,carrier,carrier,412440239-764abb360-0ab7-0384-568a-de2f351feab1-01969607aa98,03/05/2025 12:03,KOR,BUSAN,4,30.46,6,13,0,764abb360-0ab7-0384-568a-de2f351feab1,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/764abb360-0ab7-0384-568a-de2f351feab1?&start=2025-05-01&end=2025-06-02,TRUE
412440241,NA,FALSE,08fafdf59-9c44-d992-a56b-78856f72f38f,FUYUANYU658,BVKQ8,CHN,fishing,fishing,412440241-08fafdf59-9c44-d992-a56b-78856f72f38f-0195b8116a80,21/03/2025 09:38,CHN,XIAMEN,4,73.58,2,95,82,08fafdf59-9c44-d992-a56b-78856f72f38f,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/08fafdf59-9c44-d992-a56b-78856f72f38f?&start=2025-03-19&end=2025-06-02,FALSE
412440242,NA,FALSE,5fdb48d70-098e-1453-a586-e71d0e355ab4,FUYUANYU659,BVKR8,CHN,fishing,fishing,412440242-5fdb48d70-098e-1453-a586-e71d0e355ab4-0195b80f7e50,21/03/2025 09:36,CHN,XIAMEN,4,73.58,0,59,29,5fdb48d70-098e-1453-a586-e71d0e355ab4,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/5fdb48d70-098e-1453-a586-e71d0e355ab4?&start=2025-03-19&end=2025-06-02,FALSE
412440243,NA,FALSE,475351415-52b9-41e4-6ef5-2c086ba727b9,FU YUAN YU601,BZU9E,CHN,fishing,fishing,412440243-475351415-52b9-41e4-6ef5-2c086ba727b9-0196497708e0,18/04/2025 15:14,KOR,BUSAN,4,45.33,0,42,40,475351415-52b9-41e4-6ef5-2c086ba727b9,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/475351415-52b9-41e4-6ef5-2c086ba727b9?&start=2025-04-16&end=2025-06-02,FALSE
412440244,NA,FALSE,66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e,FUYUANYU602,BZU1F,CHN,fishing,fishing,412440244-66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e-019648b6d5c0,18/04/2025 11:44,KOR,BUSAN,4,45.5,0,44,25,66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e?&start=2025-04-16&end=2025-06-02,FALSE
412440245,NA,FALSE,2d5beeebe-e7b0-f047-2aa9-0a711b853153,FU YUAN YU 603,NA,CHN,fishing,fishing,412440245-2d5beeebe-e7b0-f047-2aa9-0a711b853153-0196c6ec5438,12/05/2025 23:54,CHN,TAIZHOU,4,21,0,7,6,2d5beeebe-e7b0-f047-2aa9-0a711b853153,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/2d5beeebe-e7b0-f047-2aa9-0a711b853153?&start=2025-05-10&end=2025-06-02,FALSE
412440245,NA,FALSE,2be81bbb9-9450-371f-3b17-99a4b3e55b2f,FU YUAN YU 603,BZU2F,CHN,fishing,fishing,412440245-2be81bbb9-9450-371f-3b17-99a4b3e55b2f-01969628cef8,03/05/2025 12:39,KOR,BUSAN,4,30.46,0,2,1,2be81bbb9-9450-371f-3b17-99a4b3e55b2f,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/2be81bbb9-9450-371f-3b17-99a4b3e55b2f?&start=2025-05-01&end=2025-06-02,FALSE
412440246,NA,FALSE,be8fb25b1-18ce-42a4-e6e3-3677b99109ce,FU YUAN YU 605,BZU3F,CHN,fishing,fishing,412440246-be8fb25b1-18ce-42a4-e6e3-3677b99109ce-0196471c05c8,18/04/2025 04:15,KOR,BUSAN,4,45.79,0,14,1,be8fb25b1-18ce-42a4-e6e3-3677b99109ce,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/be8fb25b1-18ce-42a4-e6e3-3677b99109ce?&start=2025-04-16&end=2025-06-02,FALSE
412440247,NA,FALSE,8504a2cb2-2420-4060-d4ac-a7882a355b70,FU YUAN YU 606,NA,CHN,fishing,fishing,412440247-8504a2cb2-2420-4060-d4ac-a7882a355b70-019692bde280,02/05/2025 20:44,CHN,TAIZHOU,4,31.13,0,1,0,8504a2cb2-2420-4060-d4ac-a7882a355b70,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/8504a2cb2-2420-4060-d4ac-a7882a355b70?&start=2025-04-30&end=2025-06-02,FALSE
412440247,NA,FALSE,6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65,FUYUANYU606,BZU4F,CHN,fishing,fishing,412440247-6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65-0196473b7c78,18/04/2025 04:50,KOR,BUSAN,4,45.79,0,21,7,6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65?&start=2025-04-16&end=2025-06-02,FALSE
412440247,NA,TRUE,cf829230a-abd0-0a64-c929-70cfb927e24e,NA,NA,CHN,fishing,fishing,412440247-cf829230a-abd0-0a64-c929-70cfb927e24e-01969bd97d20,04/05/2025 15:10,CHN,TAIZHOU,4,29.33,0,0,0,cf829230a-abd0-0a64-c929-70cfb927e24e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/cf829230a-abd0-0a64-c929-70cfb927e24e?&start=2025-05-02&end=2025-06-02,FALSE
412440248,NA,FALSE,f381b6711-101e-62f1-4e64-9ee64f198376,NA,BZU5F,CHN,fishing,fishing,412440248-f381b6711-101e-62f1-4e64-9ee64f198376-0196c4b69430,12/05/2025 13:37,CHN,TAIZHOU,4,21.42,0,12,4,f381b6711-101e-62f1-4e64-9ee64f198376,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f381b6711-101e-62f1-4e64-9ee64f198376?&start=2025-05-10&end=2025-06-02,FALSE
412440248,NA,FALSE,9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d,FUYUANYU607,BZU5F,CHN,fishing,fishing,412440248-9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d-019649976220,18/04/2025 15:49,KOR,BUSAN,4,45.33,0,7,1,9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d?&start=2025-04-16&end=2025-06-02,FALSE
412440249,NA,FALSE,bcc78e717-7a8a-6ef6-7fc0-60bfeb354117,FU YUAN YU 608,BZU6F,CHN,fishing,fishing,412440249-bcc78e717-7a8a-6ef6-7fc0-60bfeb354117-019647df1f18,18/04/2025 07:48,KOR,BUSAN,4,45.67,0,22,7,bcc78e717-7a8a-6ef6-7fc0-60bfeb354117,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/bcc78e717-7a8a-6ef6-7fc0-60bfeb354117?&start=2025-04-16&end=2025-06-02,FALSE
412440251,NA,FALSE,25e7e8e70-0863-6af1-8498-664429b65a01,FU YUAN YU609,BZU7F,CHN,fishing,fishing,412440251-25e7e8e70-0863-6af1-8498-664429b65a01-019648518440,18/04/2025 09:53,KOR,BUSAN,4,45.58,0,6,3,25e7e8e70-0863-6af1-8498-664429b65a01,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/25e7e8e70-0863-6af1-8498-664429b65a01?&start=2025-04-16&end=2025-06-02,FALSE
412440252,NA,FALSE,38a823021-1c59-894f-6eda-98423873b493,FUYUANYULENG15,BZU3K,CHN,carrier,carrier,412440252-38a823021-1c59-894f-6eda-98423873b493-01971c7627f8,29/05/2025 14:33,CHN,FUZHOU,3,4.38,0,0,0,38a823021-1c59-894f-6eda-98423873b493,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/38a823021-1c59-894f-6eda-98423873b493?&start=2025-05-27&end=2025-06-02,FALSE
412440253,NA,FALSE,455d75750-084b-f8ee-58e8-74046e5fa78f,FU YUAN YU LENG 16,BZU4K,NA,carrier,carrier,412440253-455d75750-084b-f8ee-58e8-74046e5fa78f-0196bedc93e8,11/05/2025 10:20,KOR,BUSAN,4,22.54,0,0,0,455d75750-084b-f8ee-58e8-74046e5fa78f,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/455d75750-084b-f8ee-58e8-74046e5fa78f?&start=2025-05-09&end=2025-06-02,TRUE
412440254,NA,FALSE,1d85a4d52-279f-e1a7-0624-335247affe76,FUYUANYULENG19,BZU5K,CHN,carrier,carrier,412440254-1d85a4d52-279f-e1a7-0624-335247affe76-01969116e940,02/05/2025 13:02,KOR,BUSAN,4,31.42,0,9,0,1d85a4d52-279f-e1a7-0624-335247affe76,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/1d85a4d52-279f-e1a7-0624-335247affe76?&start=2025-04-30&end=2025-06-02,TRUE
412440359,8548620,FALSE,7072756f2-2ee0-9237-a7d0-847dad538a45,FU YUAN YU 689,BVLK5,CHN,fishing,fishing,412440359-7072756f2-2ee0-9237-a7d0-847dad538a45-01967140fa70,26/04/2025 08:40,KOR,BUSAN,4,37.63,0,45,58,7072756f2-2ee0-9237-a7d0-847dad538a45,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/7072756f2-2ee0-9237-a7d0-847dad538a45?&start=2025-04-24&end=2025-06-02,FALSE
412440361,8548618,FALSE,ca16a5ce7-7a83-62b2-2958-dbb621abee0a,FU YUAN YU 688,BVLJ5,CHN,fishing,fishing,412440361-ca16a5ce7-7a83-62b2-2958-dbb621abee0a-0196755630a8,27/04/2025 03:41,KOR,BUSAN,4,36.83,0,48,65,ca16a5ce7-7a83-62b2-2958-dbb621abee0a,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/ca16a5ce7-7a83-62b2-2958-dbb621abee0a?&start=2025-04-25&end=2025-06-02,FALSE
412440363,8548591,FALSE,162d7f86a-a205-3f6f-77ac-6f13c3548bc2,FU YUAN YU 686,00686,CHN,fishing,fishing,412440363-162d7f86a-a205-3f6f-77ac-6f13c3548bc2-0196707e2f40,26/04/2025 05:07,KOR,BUSAN,4,37.75,0,43,65,162d7f86a-a205-3f6f-77ac-6f13c3548bc2,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/162d7f86a-a205-3f6f-77ac-6f13c3548bc2?&start=2025-04-24&end=2025-06-02,FALSE
412440365,8548589,FALSE,8f252d63e-ed74-49b4-853a-9cb9d2aab458,FU YUAN YU 678,BVLA5,CHN,fishing,fishing,412440365-8f252d63e-ed74-49b4-853a-9cb9d2aab458-019652d4e470,20/04/2025 10:53,KOR,BUSAN,4,43.54,0,46,42,8f252d63e-ed74-49b4-853a-9cb9d2aab458,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/8f252d63e-ed74-49b4-853a-9cb9d2aab458?&start=2025-04-18&end=2025-06-02,FALSE
412440366,8548577,FALSE,545cc2d7a-a5ca-3ab1-5478-233a979a7231,FUYUANYU677,BVKZ5,CHN,fishing,fishing,412440366-545cc2d7a-a5ca-3ab1-5478-233a979a7231-019675f026b8,27/04/2025 06:29,KOR,BUSAN,4,36.71,0,45,54,545cc2d7a-a5ca-3ab1-5478-233a979a7231,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/545cc2d7a-a5ca-3ab1-5478-233a979a7231?&start=2025-04-25&end=2025-06-02,FALSE
412440367,8548565,FALSE,7835cdf91-156a-c6c6-1fc7-dc42c0be56c1,FU YUAN YU 676,BVKY5,CHN,fishing,fishing,412440367-7835cdf91-156a-c6c6-1fc7-dc42c0be56c1-0196715dc970,26/04/2025 09:11,KOR,BUSAN,4,37.58,0,50,51,7835cdf91-156a-c6c6-1fc7-dc42c0be56c1,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/7835cdf91-156a-c6c6-1fc7-dc42c0be56c1?&start=2025-04-24&end=2025-06-02,FALSE
412440368,8548553,FALSE,c0445c69f-f037-d660-ffeb-fa65023d336f,FUYUANYU675,BVKX5,CHN,fishing,fishing,412440368-c0445c69f-f037-d660-ffeb-fa65023d336f-01964e78a6a0,19/04/2025 14:34,KOR,BUSAN,4,44.38,0,48,76,c0445c69f-f037-d660-ffeb-fa65023d336f,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/c0445c69f-f037-d660-ffeb-fa65023d336f?&start=2025-04-17&end=2025-06-02,FALSE
412440369,NA,FALSE,fc4632026-631b-c7dc-c212-bfea8d40662c,FUYUANYU673,BVKW5,CHN,fishing,fishing,412440369-fc4632026-631b-c7dc-c212-bfea8d40662c-01964d01d580,19/04/2025 07:44,KOR,BUSAN,4,44.67,0,49,48,fc4632026-631b-c7dc-c212-bfea8d40662c,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/fc4632026-631b-c7dc-c212-bfea8d40662c?&start=2025-04-17&end=2025-06-02,FALSE
412440371,8548539,FALSE,7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1,FU YUAN YU 672,BVKV5,CHN,fishing,fishing,412440371-7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1-01964d9704e8,19/04/2025 10:27,KOR,BUSAN,4,44.54,0,48,50,7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1?&start=2025-04-17&end=2025-06-02,FALSE
412440423,NA,FALSE,bc0db138b-b1f6-556d-328f-6befb62909e6,NA,BZU7V,CHN,fishing,fishing,412440423-bc0db138b-b1f6-556d-328f-6befb62909e6-0196c9fbf980,13/05/2025 14:10,CHN,SHIDAO,3,20.38,0,0,0,bc0db138b-b1f6-556d-328f-6befb62909e6,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/bc0db138b-b1f6-556d-328f-6befb62909e6?&start=2025-05-11&end=2025-06-02,FALSE
412440423,NA,FALSE,dfbca3368-8926-3a4d-a28c-77d49a7c00f8,FUYUANYU079,BZU7V,CHN,fishing,fishing,412440423-dfbca3368-8926-3a4d-a28c-77d49a7c00f8-0195db1fd7a0,28/03/2025 05:00,KOR,BUSAN,4,66.75,0,8,4,dfbca3368-8926-3a4d-a28c-77d49a7c00f8,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/dfbca3368-8926-3a4d-a28c-77d49a7c00f8?&start=2025-03-26&end=2025-06-02,FALSE
412440424,NA,FALSE,92046dd2e-e1ea-0a9b-ccc5-12de25972fc2,FUYUANYU083,BZU8V,CHN,fishing,inconclusive,412440424-92046dd2e-e1ea-0a9b-ccc5-12de25972fc2-0195d315b4d0,26/03/2025 15:32,KOR,BUSAN,4,68.33,0,0,0,92046dd2e-e1ea-0a9b-ccc5-12de25972fc2,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/92046dd2e-e1ea-0a9b-ccc5-12de25972fc2?&start=2025-03-24&end=2025-06-02,FALSE
412440477,NA,FALSE,b01e010be-ed85-a414-3147-592544988e3d,FU YUAN YU 080,BZUN6,CHN,fishing,fishing,412440477-b01e010be-ed85-a414-3147-592544988e3d-01966766ab80,24/04/2025 10:45,KOR,BUSAN,4,39.54,0,11,5,b01e010be-ed85-a414-3147-592544988e3d,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/b01e010be-ed85-a414-3147-592544988e3d?&start=2025-04-22&end=2025-06-02,FALSE
412440478,NA,FALSE,087d7a1c4-484c-8bbd-b3d3-8e3262a76ead,FUYUANYU081,BZUN7,CHN,fishing,fishing,412440478-087d7a1c4-484c-8bbd-b3d3-8e3262a76ead-0195d22eac48,26/03/2025 11:20,KOR,BUSAN,4,68.5,1,79,35,087d7a1c4-484c-8bbd-b3d3-8e3262a76ead,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/087d7a1c4-484c-8bbd-b3d3-8e3262a76ead?&start=2025-03-24&end=2025-06-02,FALSE
412440479,NA,FALSE,ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e,FU YUAN YU 082,BZUN8,CHN,fishing,fishing,412440479-ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e-0196331e6868,14/04/2025 07:05,KOR,BUSAN,4,49.67,0,4,4,ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e?&start=2025-04-12&end=2025-06-02,FALSE
412440479,NA,FALSE,beccb8ede-e39d-5a14-67fb-c9aa9b7e4135,NA,BZUN8,CHN,fishing,fishing,412440479-beccb8ede-e39d-5a14-67fb-c9aa9b7e4135-0196db5ae3a8,16/05/2025 23:08,CHN,SHIDAO,4,17,0,4,0,beccb8ede-e39d-5a14-67fb-c9aa9b7e4135,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/beccb8ede-e39d-5a14-67fb-c9aa9b7e4135?&start=2025-05-14&end=2025-06-02,FALSE
412440481,NA,FALSE,3a4f3f19a-ac08-9f7d-b36a-9a87f909d311,FUYUANYU085,BZUN9,CHN,fishing,purse_seines,412440481-3a4f3f19a-ac08-9f7d-b36a-9a87f909d311-0195d22a4748,26/03/2025 11:15,KOR,BUSAN,4,68.5,0,54,17,3a4f3f19a-ac08-9f7d-b36a-9a87f909d311,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/3a4f3f19a-ac08-9f7d-b36a-9a87f909d311?&start=2025-03-24&end=2025-06-02,FALSE
412440482,NA,FALSE,47f692d02-20bb-3607-4104-99f666388b5c,FUYUANYU660,BVGL8,CHN,fishing,fishing,412440482-47f692d02-20bb-3607-4104-99f666388b5c-0195d1ac4d48,26/03/2025 08:58,KOR,BUSAN,4,68.63,0,20,10,47f692d02-20bb-3607-4104-99f666388b5c,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/47f692d02-20bb-3607-4104-99f666388b5c?&start=2025-03-24&end=2025-06-02,FALSE
412440482,NA,FALSE,aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5,NA,BVGL8,CHN,fishing,fishing,412440482-aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5-01966301f5b8,23/04/2025 14:16,CHN,QUANZHOU,4,40.38,0,3,0,aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/aff2c5c6e-eba7-e2ce-24a0-74487a26a9d5?&start=2025-04-21&end=2025-06-02,FALSE
412440482,NA,TRUE,f6d4e7b58-80f9-cd7c-5225-d6f70899b7fa,NA,NA,CHN,fishing,fishing,412440482-f6d4e7b58-80f9-cd7c-5225-d6f70899b7fa-0195f3d28518,02/04/2025 00:06,CHN,QUANZHOU,4,61.96,0,2,0,f6d4e7b58-80f9-cd7c-5225-d6f70899b7fa,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f6d4e7b58-80f9-cd7c-5225-d6f70899b7fa?&start=2025-03-31&end=2025-06-02,FALSE
412440483,NA,FALSE,2af949e0c-c0f3-69f4-7774-39aba8f94788,FUYUANYU661,BVJI8,CHN,fishing,purse_seines,412440483-2af949e0c-c0f3-69f4-7774-39aba8f94788-0195d0ccde10,26/03/2025 04:54,KOR,BUSAN,4,68.79,2,81,78,2af949e0c-c0f3-69f4-7774-39aba8f94788,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/2af949e0c-c0f3-69f4-7774-39aba8f94788?&start=2025-03-24&end=2025-06-02,FALSE
412440484,NA,FALSE,0a51c1af7-7fcf-a948-6f31-95cc874c1bde,FUYUANYU662,BVJJ8,CHN,fishing,fishing,412440484-0a51c1af7-7fcf-a948-6f31-95cc874c1bde-0195b8255040,21/03/2025 10:00,CHN,XIAMEN,4,73.54,1,94,95,0a51c1af7-7fcf-a948-6f31-95cc874c1bde,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/0a51c1af7-7fcf-a948-6f31-95cc874c1bde?&start=2025-03-19&end=2025-06-02,FALSE
412440485,NA,TRUE,1fded1999-9577-b9c3-dc30-3844666c5729,NA,NA,CHN,fishing,fishing,412440485-1fded1999-9577-b9c3-dc30-3844666c5729-019677dbd5d0,27/04/2025 15:26,KOR,BUSAN,4,36.33,0,0,0,1fded1999-9577-b9c3-dc30-3844666c5729,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/1fded1999-9577-b9c3-dc30-3844666c5729?&start=2025-04-25&end=2025-06-02,FALSE
412440485,NA,FALSE,47703cd58-8f0a-9e83-7678-edb72494c4ca,FUYUANYU663,BVJK8,CHN,fishing,fishing,412440485-47703cd58-8f0a-9e83-7678-edb72494c4ca-0195d0bde9f0,26/03/2025 04:37,KOR,BUSAN,4,68.79,0,7,2,47703cd58-8f0a-9e83-7678-edb72494c4ca,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/47703cd58-8f0a-9e83-7678-edb72494c4ca?&start=2025-03-24&end=2025-06-02,FALSE
412440485,NA,FALSE,c5dc66a0e-ee16-dee7-3fec-134c5e0619b1,FUYUANYU663,NA,CHN,fishing,fishing,412440485-c5dc66a0e-ee16-dee7-3fec-134c5e0619b1-0196afd541d8,08/05/2025 12:18,CHN,QUANZHOU,4,25.46,0,2,0,c5dc66a0e-ee16-dee7-3fec-134c5e0619b1,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/c5dc66a0e-ee16-dee7-3fec-134c5e0619b1?&start=2025-05-06&end=2025-06-02,FALSE
412440486,NA,FALSE,df47505c6-6e70-37da-1a42-1b8fa8844fb2,FUYUANYU664,BVJL8,CHN,fishing,fishing,412440486-df47505c6-6e70-37da-1a42-1b8fa8844fb2-0195d19a0980,26/03/2025 08:38,KOR,BUSAN,4,68.63,0,65,37,df47505c6-6e70-37da-1a42-1b8fa8844fb2,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/df47505c6-6e70-37da-1a42-1b8fa8844fb2?&start=2025-03-24&end=2025-06-02,FALSE
412440487,NA,FALSE,f77941391-1047-90a3-f13c-e62b0d618bc0,NA,BVJM8,CHN,fishing,fishing,412440487-f77941391-1047-90a3-f13c-e62b0d618bc0-01963bd019c0,15/04/2025 23:36,CHN,QUANZHOU,4,48,0,4,0,f77941391-1047-90a3-f13c-e62b0d618bc0,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/f77941391-1047-90a3-f13c-e62b0d618bc0?&start=2025-04-13&end=2025-06-02,FALSE
412440487,NA,FALSE,1945987e3-31f6-1277-a374-527afd864151,FUYUANYU665,BVJM8,CHN,fishing,fishing,412440487-1945987e3-31f6-1277-a374-527afd864151-0195d06b9f88,26/03/2025 03:07,KOR,BUSAN,4,68.83,0,8,5,1945987e3-31f6-1277-a374-527afd864151,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/1945987e3-31f6-1277-a374-527afd864151?&start=2025-03-24&end=2025-06-02,FALSE
412440515,NA,FALSE,df925f325-5425-98ec-3e65-642812a2a1ec,FU YUAN YU YUN 65,BVKI8,CHN,carrier,carrier,412440515-df925f325-5425-98ec-3e65-642812a2a1ec-01970cfd3410,26/05/2025 14:26,KOR,BUSAN,4,7.38,0,0,0,df925f325-5425-98ec-3e65-642812a2a1ec,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/df925f325-5425-98ec-3e65-642812a2a1ec?&start=2025-05-24&end=2025-06-02,FALSE
412440679,NA,FALSE,cd57af2e6-6f5e-455b-3da5-dd6810ace7d1,FU YUAN YU 8672,BZUY2,CHN,fishing,fishing,412440679-cd57af2e6-6f5e-455b-3da5-dd6810ace7d1-01962ec95a70,13/04/2025 10:54,CHN,NINGBO,4,50.54,1,53,38,cd57af2e6-6f5e-455b-3da5-dd6810ace7d1,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/cd57af2e6-6f5e-455b-3da5-dd6810ace7d1?&start=2025-04-11&end=2025-06-02,FALSE
412440681,NA,FALSE,4d3b860b5-51f1-ef48-f164-34f3e5fbde98,FUYUANYU8673,BZUY3,CHN,fishing,fishing,412440681-4d3b860b5-51f1-ef48-f164-34f3e5fbde98-01962ec68f98,13/04/2025 10:51,CHN,NINGBO,4,50.54,0,34,17,4d3b860b5-51f1-ef48-f164-34f3e5fbde98,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/4d3b860b5-51f1-ef48-f164-34f3e5fbde98?&start=2025-04-11&end=2025-06-02,FALSE
412440682,NA,FALSE,18e4b68e7-797b-6278-fdc0-8a841478761e,FU YUAN YU 8674,BZUY4,CHN,fishing,fishing,412440682-18e4b68e7-797b-6278-fdc0-8a841478761e-019628f9d1d8,12/04/2025 07:49,CHN,NINGBO,4,51.67,0,46,27,18e4b68e7-797b-6278-fdc0-8a841478761e,FALSE,TRUE,TRUE,TRUE,https://globalfishingwatch.org/map/vessel/18e4b68e7-797b-6278-fdc0-8a841478761e?&start=2025-04-10&end=2025-06-02,FALSE
